section#	Drug_1_type	Drug_1_mention	Drug_1_annotation_agent	Drug_1_starting_offset	Drug_1_ending_offset	Drug_2_type	Drug_2_mention	Drug_2_annotation_agent	abbreviation_translation	Drug_2_start_offset	Drug_2_end_offset	DDI_modality	DDI_statement_type	snippit_of_DDI	
187	Drug product	REYATAZ 	consensus set annotator team	2524	2531	Active ingredient	desipramine 	consensus set annotator team		2596	2607	Negative	Qualitative	does not interact 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2699	2706	Active ingredient	acetaminophen 	consensus set annotator team		2755	2768	Negative	Qualitative	no clinically significant drug interactions were observed 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2699	2706	Active ingredient	fluconazole 	consensus set annotator team		2742	2753	Negative	Qualitative	no clinically significant drug interactions were observed 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2699	2706	Active ingredient	methadone 	consensus set annotator team		2731	2740	Negative	Qualitative	no clinically significant drug interactions were observed 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2699	2706	Active ingredient	atenolol 	consensus set annotator team		2773	2781	Negative	Qualitative	no clinically significant drug interactions were observed 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	466	473	Active ingredient	repaglinide 	consensus set annotator team		597	608	Positive	Qualitative	Caution should be used 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	fluvastatin 	consensus set annotator team		2427	2438	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	466	473	Active ingredient	paclitaxel 	consensus set annotator team		585	595	Positive	Qualitative	Caution should be used 	consensus set annotator team
188	Active ingredient	atazanavir 	consensus set annotator team	1469	1479	Active ingredient	diltiazem 	consensus set annotator team		1502	1511	Positive	Quantitative	there was a 2-fold increase in the diltiazem plasma concentration and an additive effect on the PR interval 	consensus set annotator team
188	Active ingredient	atazanavir 	consensus set annotator team	1694	1704	Active ingredient	atenolol 	consensus set annotator team		1727	1735	Negative	Qualitative	no substantial additive effect 	consensus set annotator team
191	Active ingredient	fluvastatin 	consensus set annotator team	45	56	Active ingredient	itraconazole 	consensus set annotator team		69	81	Negative	Qualitative	does not affect plasma itraconazole or fluvastatin levels 	consensus set annotator team
191	Active ingredient	itraconazole 	consensus set annotator team	69	81	Active ingredient	fluvastatin 	consensus set annotator team		45	56	Negative	Qualitative	does not affect plasma itraconazole or fluvastatin levels 	consensus set annotator team
192	Active ingredient	Erythromycin 	consensus set annotator team	15	27	Active ingredient	fluvastatin 	consensus set annotator team		95	106	Negative	Qualitative	did not affect steady-state plasma levels 	consensus set annotator team
194	Active ingredient	quinidine 	consensus set annotator team	1724	1733	Active ingredient	propafenone 	consensus set annotator team		1775	1786	Positive	Quantitative	increased steady state concentrations of propafenone 3-fold 	consensus set annotator team
194	Active ingredient	rifampin 	consensus set annotator team	1888	1896	Active ingredient	propafenone 	consensus set annotator team		1901	1912	Positive	Quantitative	decreased the plasma concentrations of propafenone by 67% 	consensus set annotator team
194	Active ingredient	rifampin 	consensus set annotator team	1888	1896	Active ingredient	propafenone 	consensus set annotator team		2159	2170	Positive	Quantitative	a 50% decrease in propafenone plasma concentrations 	consensus set annotator team
194	Active ingredient	rifampin 	consensus set annotator team	1888	1896	Active ingredient	propafenone 	consensus set annotator team		2419	2430	Positive	Quantitative	Both the AUC and Cmax propafenone decreased by 84 	consensus set annotator team
194	Active ingredient	rifampin 	consensus set annotator team	1888	1896	Active ingredient	propafenone 	consensus set annotator team		1978	1989	Positive	Quantitative	concentrations of norpropafenone increased by 30 	consensus set annotator team
194	Active ingredient	rifampin 	consensus set annotator team	1888	1896	Active ingredient	propafenone 	consensus set annotator team		1978	1989	Positive	Quantitative	increased the AUC and Cmax of norpropafenone by 74 and 20 	consensus set annotator team
194	Active ingredient	rifampin 	consensus set annotator team	1888	1896	Active ingredient	propafenone 	consensus set annotator team		2419	2430	Positive	Quantitative	decrease in AUC and Cmax of 5OH-propafenone by 69 and 57% 	consensus set annotator team
194	Active ingredient	propafenone 	consensus set annotator team	2562	2573	Active ingredient	digoxin 	consensus set annotator team		2578	2585	Positive	Quantitative	increased steady-state serum digoxin exposure (AUC) in patients by 60 to 270% 	consensus set annotator team
194	Active ingredient	propafenone 	consensus set annotator team	2868	2879	Active ingredient	warfarin 	consensus set annotator team		2884	2892	Positive	Quantitative	increased warfarin plasma concentrations at steady state by 39% 	consensus set annotator team
194	Active ingredient	propafenone 	consensus set annotator team	3474	3485	Active ingredient	propranolol 	consensus set annotator team		3490	3501	Positive	Quantitative	increased propranolol plasma concentrations at steady state by 113% 	consensus set annotator team
194	Active ingredient	propafenone 	consensus set annotator team	3640	3651	Active ingredient	metoprolol 	consensus set annotator team		3624	3634	Positive	Quantitative	increased the metoprolol plasma concentrations at steady state by 100-400% 	consensus set annotator team
194	Active ingredient	propranolol 	consensus set annotator team	3815	3826	Active ingredient	propafenone 	consensus set annotator team		3752	3763	Negative	Qualitative	The pharmacokinetics of propafenone was not affected 	consensus set annotator team
194	Active ingredient	metoprolol 	consensus set annotator team	3830	3840	Active ingredient	propafenone 	consensus set annotator team		3867	3878	Negative	Qualitative	The pharmacokinetics of propafenone was not affected 	consensus set annotator team
194	Active ingredient	lidocaine 	consensus set annotator team	4101	4110	Active ingredient	propafenone 	consensus set annotator team		4086	4097	Negative	Qualitative	No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen 	consensus set annotator team
194	Active ingredient	ritonavir 	consensus set annotator team	115	124	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	paroxetine 	consensus set annotator team	103	113	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	desipramine 	consensus set annotator team	90	101	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	saquinavir 	consensus set annotator team	183	193	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	erythromycin 	consensus set annotator team	195	207	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	ritonavir 	consensus set annotator team	172	181	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	ketoconazole 	consensus set annotator team	158	170	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	sertraline 	consensus set annotator team	126	136	Active ingredient	propafenone 	consensus set annotator team		283	294	Positive	Qualitative	cause increased plasma levels 	consensus set annotator team
194	Active ingredient	quinidine 	consensus set annotator team	1421	1430	Active ingredient	propafenone 	consensus set annotator team		1487	1498	Positive	Quantitative	plasma concentrations increased by more that 2-fold for propafenone 	consensus set annotator team
194	Active ingredient	fluoxetine 	consensus set annotator team	1065	1075	Active ingredient	propafenone 	consensus set annotator team		1049	1060	Positive	Quantitative	increased the S propafenone Cmax and AUC by 39 and 50% and the R propafenone Cmax and AUC by 71 and 50% 	consensus set annotator team
194	Active ingredient	cimetidine 	consensus set annotator team	891	901	Active ingredient	propafenone 	consensus set annotator team		849	860	Positive	Quantitative	20% increase in steady-state plasma concentrations 	consensus set annotator team
194	Active ingredient	propafenone 	consensus set annotator team	4086	4097	Active ingredient	lidocaine 	consensus set annotator team		4101	4110	Negative	Qualitative	No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen 	consensus set annotator team
197	Active ingredient	ribavirin 	consensus set annotator team	6728	6737	Active ingredient	stavudine 	consensus set annotator team		6763	6772	Negative	Qualitative	no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed 	consensus set annotator team
197	Active ingredient	ribavirin 	consensus set annotator team	6728	6737	Active ingredient	zidovudine 	consensus set annotator team		6786	6796	Negative	Qualitative	no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed 	consensus set annotator team
197	Active ingredient	ribavirin 	consensus set annotator team	6728	6737	Active ingredient	lamivudine 	consensus set annotator team		6742	6752	Negative	Qualitative	no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed 	consensus set annotator team
197	Active ingredient	zidovudine 	consensus set annotator team	6138	6148	Active ingredient	phenytoin 	consensus set annotator team		6093	6102	Negative	Qualitative	no change in phenytoin kinetics 	consensus set annotator team
197	Active ingredient	phenytoin 	consensus set annotator team	6286	6295	Active ingredient	zidovudine 	consensus set annotator team		6299	6309	Positive	Quantitative	30% decrease in oral zidovudine clearance was observed 	consensus set annotator team
197	Active ingredient	zidovudine 	consensus set annotator team	5923	5933	Active ingredient	Phenytoin 	consensus set annotator team		5843	5852	Positive	Qualitative	plasma levels have been reported to be low 	consensus set annotator team
198	Active ingredient	methadone 	consensus set annotator team	66	75	Active ingredient	didanosine 	consensus set annotator team		114	124	Positive	Qualitative	decreased the AUC and peak levels 	consensus set annotator team
198	Active ingredient	methadone 	consensus set annotator team	66	75	Active ingredient	stavudine 	consensus set annotator team		129	138	Positive	Qualitative	decreased the AUC and peak levels 	consensus set annotator team
199	Active ingredient	methadone 	consensus set annotator team	52	61	Active ingredient	zidovudine 	consensus set annotator team		125	135	Positive	Qualitative	increased the area under the concentration-time curve (AUC) 	consensus set annotator team
200	Active ingredient	rifampin 	consensus set annotator team	82	90	Active ingredient	methadone 	consensus set annotator team		41	50	Positive	Qualitative	reduction in serum methadone levels 	consensus set annotator team
201	Active ingredient	phenytoin 	consensus set annotator team	86	95	Active ingredient	methadone 	consensus set annotator team		55	64	Positive	Quantitative	50% reduction in methadone exposure 	consensus set annotator team
202	Active ingredient	voriconazole 	consensus set annotator team	49	61	Active ingredient	methadone 	consensus set annotator team		147	156	Positive	Quantitative	Cmax and AUC of (S)-methadone increased by 65% and 103% 	consensus set annotator team
202	Active ingredient	voriconazole 	consensus set annotator team	49	61	Active ingredient	methadone 	consensus set annotator team		281	290	Positive	Quantitative	Cmax and AUC of (S)-methadone increased by 65% and 103% 	consensus set annotator team
203	Active ingredient	methadone 	consensus set annotator team	72	81	Active ingredient	desipramine 	consensus set annotator team		29	40	Positive	Qualitative	Blood levels of desipramine have increased 	consensus set annotator team
207	Active ingredient	clopidogrel 	consensus set annotator team	1465	1476	Active ingredient	warfarin 	consensus set annotator team		1532	1540	Negative	Qualitative	did not modify the pharmacokinetics 	consensus set annotator team
207	Active ingredient	omeprazole 	consensus set annotator team	597	607	Active ingredient	clopidogrel 	consensus set annotator team		696	707	Positive	Quantitative	exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5 	consensus set annotator team
207	Active ingredient	omeprazole 	consensus set annotator team	769	779	Drug product	Plavix 	consensus set annotator team		758	764	Positive	Quantitative	exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5 	consensus set annotator team
